ts,fuel,mw
2026-09-20 11:35:00,bituminous_coal,22186.99
2026-09-20 11:35:00,lng,15068.409
2026-09-20 11:35:00,renewable,4780.532
2026-09-20 11:35:00,hydro,810.754
2026-09-20 11:35:00,oil,270.076
2026-09-20 11:35:00,anthracite,70.285
2026-09-20 11:35:00,solar,8813.723
2026-09-20 11:35:00,pumped,1938.885
2026-09-20 11:40:00,nuclear,27071.322
2026-09-20 11:40:00,bituminous_coal,22273.343
2026-09-20 11:40:00,lng,15140.199
2026-09-20 11:40:00,renewable,4731.845
2026-09-20 11:40:00,hydro,804.352
2026-09-20 11:40:00,oil,212.045
2026-09-20 11:40:00,anthracite,113.644
2026-09-20 11:40:00,solar,8845.924
2026-09-20 11:40:00,pumped,1964.181
2026-09-20 11:45:00,nuclear,27176.587
2026-09-20 11:45:00,bituminous_coal,22407.076
2026-09-20 11:45:00,lng,15193.041
2026-09-20 11:45:00,renewable,4753.425
2026-09-20 11:45:00,hydro,771.053
2026-09-20 11:45:00,oil,219.57
2026-09-20 11:45:00,anthracite,84.459
2026-09-20 11:45:00,solar,8875.104
2026-09-20 11:45:00,pumped,1989.019
2026-09-20 11:50:00,nuclear,27282.812
2026-09-20 11:50:00,bituminous_coal,22424.864
2026-09-20 11:50:00,lng,15227.82
2026-09-20 11:50:00,renewable,4760.972
2026-09-20 11:50:00,hydro,788.34
2026-09-20 11:50:00,oil,281.1
2026-09-20 11:50:00,anthracite,65.375
2026-09-20 11:50:00,solar,8901.25
2026-09-20 11:50:00,pumped,2013.385
2026-09-20 11:55:00,nuclear,27298.486
2026-09-20 11:55:00,bituminous_coal,22458.641
2026-09-20 11:55:00,lng,15251.538
2026-09-20 11:55:00,renewable,4803.605
2026-09-20 11:55:00,hydro,808.939
2026-09-20 11:55:00,oil,208.092
2026-09-20 11:55:00,anthracite,102.384
2026-09-20 11:55:00,solar,8924.35
2026-09-20 11:55:00,pumped,2037.27
2026-09-20 12:00:00,nuclear,27370.815
2026-09-20 12:00:00,bituminous_coal,22552.732
2026-09-20 12:00:00,lng,15330.833
2026-09-20 12:00:00,renewable,4831.318
2026-09-20 12:00:00,hydro,836.978
2026-09-20 12:00:00,oil,231.431
2026-09-20 12:00:00,anthracite,100.877
2026-09-20 12:00:00,solar,8944.392
2026-09-20 12:00:00,pumped,2060.66
2026-09-20 12:05:00,nuclear,27519.183
2026-09-20 12:05:00,bituminous_coal,22630.504
2026-09-20 12:05:00,lng,15376.49
2026-09-20 12:05:00,renewable,4842.034
2026-09-20 12:05:00,hydro,764.173
2026-09-20 12:05:00,oil,257.607
2026-09-20 12:05:00,anthracite,34.178
2026-09-20 12:05:00,solar,8961.366
2026-09-20 12:05:00,pumped,2083.546
2026-09-20 12:10:00,nuclear,27607.396
2026-09-20 12:10:00,bituminous_coal,22651.248
2026-09-20 12:10:00,lng,15378.05
2026-09-20 12:10:00,renewable,4849.743
2026-09-20 12:10:00,hydro,763.972
2026-09-20 12:10:00,oil,260.338
2026-09-20 12:10:00,anthracite,81.084
2026-09-20 12:10:00,solar,8975.266
2026-09-20 12:10:00,pumped,2105.916
2026-09-20 12:15:00,nuclear,27674.324
2026-09-20 12:15:00,bituminous_coal,22764.514
2026-09-20 12:15:00,lng,15486.064
2026-09-20 12:15:00,renewable,4834.778
2026-09-20 12:15:00,hydro,771.642
2026-09-20 12:15:00,oil,229.253
2026-09-20 12:15:00,anthracite,107.913
2026-09-20 12:15:00,solar,8986.083
2026-09-20 12:15:00,pumped,2127.76
2026-09-20 12:20:00,nuclear,27706.221
2026-09-20 12:20:00,bituminous_coal,22835.033
2026-09-20 12:20:00,lng,15478.778
2026-09-20 12:20:00,renewable,4893.848
2026-09-20 12:20:00,hydro,842.76
2026-09-20 12:20:00,oil,219.365
2026-09-20 12:20:00,anthracite,38.107
2026-09-20 12:20:00,solar,8993.813
2026-09-20 12:20:00,pumped,2149.067
2026-09-20 12:25:00,nuclear,27801.916
2026-09-20 12:25:00,bituminous_coal,22889.687
2026-09-20 12:25:00,lng,15501.898
2026-09-20 12:25:00,renewable,4933.668
2026-09-20 12:25:00,hydro,855.599
2026-09-20 12:25:00,oil,272.451
2026-09-20 12:25:00,anthracite,103.392
2026-09-20 12:25:00,solar,8998.453
2026-09-20 12:25:00,pumped,2169.827
2026-09-20 12:30:00,nuclear,27894.902
2026-09-20 12:30:00,bituminous_coal,22922.853
2026-09-20 12:30:00,lng,15554.643
2026-09-20 12:30:00,renewable,4940.967
2026-09-20 12:30:00,hydro,799.948
2026-09-20 12:30:00,oil,283.408
2026-09-20 12:30:00,anthracite,113.593
2026-09-20 12:30:00,solar,9000.0
2026-09-20 12:30:00,pumped,2190.03
2026-09-20 12:35:00,nuclear,27877.86
2026-09-20 12:35:00,bituminous_coal,22977.931
2026-09-20 12:35:00,lng,15613.56
2026-09-20 12:35:00,renewable,4939.431
2026-09-20 12:35:00,hydro,780.419
2026-09-20 12:35:00,oil,247.902
2026-09-20 12:35:00,anthracite,95.931
2026-09-20 12:35:00,solar,8998.453
2026-09-20 12:35:00,pumped,2209.667
2026-09-20 12:40:00,nuclear,27957.848
2026-09-20 12:40:00,bituminous_coal,23021.062
2026-09-20 12:40:00,lng,15665.235
2026-09-20 12:40:00,renewable,4899.465
2026-09-20 12:40:00,hydro,854.974
2026-09-20 12:40:00,oil,209.161
2026-09-20 12:40:00,anthracite,79.875
2026-09-20 12:40:00,solar,8993.813
2026-09-20 12:40:00,pumped,2228.728
2026-09-20 12:45:00,nuclear,28035.901
2026-09-20 12:45:00,bituminous_coal,23069.971
2026-09-20 12:45:00,lng,15620.886
2026-09-20 12:45:00,renewable,4898.383
2026-09-20 12:45:00,hydro,799.201
2026-09-20 12:45:00,oil,205.676
2026-09-20 12:45:00,anthracite,36.716
2026-09-20 12:45:00,solar,8986.083
2026-09-20 12:45:00,pumped,2247.204
2026-09-20 12:50:00,nuclear,28146.879
2026-09-20 12:50:00,bituminous_coal,23103.216
2026-09-20 12:50:00,lng,15654.517
2026-09-20 12:50:00,renewable,4939.071
2026-09-20 12:50:00,hydro,799.852
2026-09-20 12:50:00,oil,271.543
2026-09-20 12:50:00,anthracite,127.349
2026-09-20 12:50:00,solar,8975.266
2026-09-20 12:50:00,pumped,2265.087
2026-09-20 12:55:00,nuclear,28169.78
2026-09-20 12:55:00,bituminous_coal,23226.489
2026-09-20 12:55:00,lng,15711.045
2026-09-20 12:55:00,renewable,4982.094
2026-09-20 12:55:00,hydro,826.481
2026-09-20 12:55:00,oil,218.417
2026-09-20 12:55:00,anthracite,86.927
2026-09-20 12:55:00,solar,8961.366
2026-09-20 12:55:00,pumped,2282.368
2026-09-20 13:00:00,nuclear,28245.724
2026-09-20 13:00:00,bituminous_coal,23257.902
2026-09-20 13:00:00,lng,15815.77
2026-09-20 13:00:00,renewable,4953.931
2026-09-20 13:00:00,hydro,837.792
2026-09-20 13:00:00,oil,259.03
2026-09-20 13:00:00,anthracite,77.974
2026-09-20 13:00:00,solar,8944.392
2026-09-20 13:00:00,pumped,2299.038
2026-09-20 13:05:00,nuclear,28243.395
2026-09-20 13:05:00,bituminous_coal,23234.582
2026-09-20 13:05:00,lng,15819.456
2026-09-20 13:05:00,renewable,4994.589
2026-09-20 13:05:00,hydro,837.448
2026-09-20 13:05:00,oil,225.89
2026-09-20 13:05:00,anthracite,115.551
2026-09-20 13:05:00,solar,8924.35
2026-09-20 13:05:00,pumped,2315.09
2026-09-20 13:10:00,nuclear,28302.293
2026-09-20 13:10:00,bituminous_coal,23332.058
2026-09-20 13:10:00,lng,15821.099
2026-09-20 13:10:00,renewable,4962.193
2026-09-20 13:10:00,hydro,807.089
2026-09-20 13:10:00,oil,204.437
2026-09-20 13:10:00,anthracite,96.199
2026-09-20 13:10:00,solar,8901.25
2026-09-20 13:10:00,pumped,2330.516
2026-09-20 13:15:00,nuclear,28353.65
2026-09-20 13:15:00,bituminous_coal,23413.63
2026-09-20 13:15:00,lng,15846.294
2026-09-20 13:15:00,renewable,5012.547
2026-09-20 13:15:00,hydro,787.85
2026-09-20 13:15:00,oil,272.493
2026-09-20 13:15:00,anthracite,91.604
2026-09-20 13:15:00,solar,8875.104
2026-09-20 13:15:00,pumped,2345.309
2026-09-20 13:20:00,nuclear,28381.402
2026-09-20 13:20:00,bituminous_coal,23446.364
2026-09-20 13:20:00,lng,15853.752
2026-09-20 13:20:00,renewable,5056.895
2026-09-20 13:20:00,hydro,879.985
2026-09-20 13:20:00,oil,262.051
2026-09-20 13:20:00,anthracite,85.369
2026-09-20 13:20:00,solar,8845.924
2026-09-20 13:20:00,pumped,2359.462
2026-09-20 13:25:00,nuclear,28470.126
2026-09-20 13:25:00,bituminous_coal,23415.823
2026-09-20 13:25:00,lng,15885.928
2026-09-20 13:25:00,renewable,5069.9
2026-09-20 13:25:00,hydro,836.858
2026-09-20 13:25:00,oil,206.877
2026-09-20 13:25:00,anthracite,105.641
2026-09-20 13:25:00,solar,8813.723
2026-09-20 13:25:00,pumped,2372.967
2026-09-20 13:30:00,nuclear,28480.585
2026-09-20 13:30:00,bituminous_coal,23445.826
2026-09-20 13:30:00,lng,15896.03
2026-09-20 13:30:00,renewable,5028.994
2026-09-20 13:30:00,hydro,827.26
2026-09-20 13:30:00,oil,232.881
2026-09-20 13:30:00,anthracite,39.562
2026-09-20 13:30:00,solar,8778.518
2026-09-20 13:30:00,pumped,2385.819
2026-09-20 13:35:00,nuclear,28581.755
2026-09-20 13:35:00,bituminous_coal,23497.047
2026-09-20 13:35:00,lng,15912.246
2026-09-20 13:35:00,renewable,5085.494
2026-09-20 13:35:00,hydro,887.419
2026-09-20 13:35:00,oil,227.785
2026-09-20 13:35:00,anthracite,43.616
2026-09-20 13:35:00,solar,8740.324
2026-09-20 13:35:00,pumped,2398.012
2026-09-20 13:40:00,nuclear,28583.89
2026-09-20 13:40:00,bituminous_coal,23560.825
2026-09-20 13:40:00,lng,15989.4
2026-09-20 13:40:00,renewable,5001.293
2026-09-20 13:40:00,hydro,824.054
2026-09-20 13:40:00,oil,299.579
2026-09-20 13:40:00,anthracite,87.615
2026-09-20 13:40:00,solar,8699.16
2026-09-20 13:40:00,pumped,2409.539
2026-09-20 13:45:00,nuclear,28613.589
2026-09-20 13:45:00,bituminous_coal,23565.055
2026-09-20 13:45:00,lng,15956.13
2026-09-20 13:45:00,renewable,5023.969
2026-09-20 13:45:00,hydro,824.173
2026-09-20 13:45:00,oil,223.567
2026-09-20 13:45:00,anthracite,111.235
2026-09-20 13:45:00,solar,8655.046
2026-09-20 13:45:00,pumped,2420.395
2026-09-20 13:50:00,nuclear,28677.454
2026-09-20 13:50:00,bituminous_coal,23560.939
2026-09-20 13:50:00,lng,15991.803
2026-09-20 13:50:00,renewable,5028.051
2026-09-20 13:50:00,hydro,833.166
2026-09-20 13:50:00,oil,286.271
2026-09-20 13:50:00,anthracite,92.521
2026-09-20 13:50:00,solar,8608.002
2026-09-20 13:50:00,pumped,2430.575
2026-09-20 13:55:00,nuclear,28682.284
2026-09-20 13:55:00,bituminous_coal,23653.52
2026-09-20 13:55:00,lng,16026.444
2026-09-20 13:55:00,renewable,5039.886
2026-09-20 13:55:00,hydro,880.434
2026-09-20 13:55:00,oil,206.201
2026-09-20 13:55:00,anthracite,80.788
2026-09-20 13:55:00,solar,8558.051
2026-09-20 13:55:00,pumped,2440.075
2026-09-20 14:00:00,nuclear,28767.828
2026-09-20 14:00:00,bituminous_coal,23645.941
2026-09-20 14:00:00,lng,16005.419
2026-09-20 14:00:00,renewable,5096.507
2026-09-20 14:00:00,hydro,874.65
2026-09-20 14:00:00,oil,278.112
2026-09-20 14:00:00,anthracite,116.035
2026-09-20 14:00:00,solar,8505.217
2026-09-20 14:00:00,pumped,2448.889
2026-09-20 14:05:00,nuclear,28799.881
2026-09-20 14:05:00,bituminous_coal,23666.168
2026-09-20 14:05:00,lng,16069.533
2026-09-20 14:05:00,renewable,5032.232
2026-09-20 14:05:00,hydro,802.07
2026-09-20 14:05:00,oil,259.521
2026-09-20 14:05:00,anthracite,56.649
2026-09-20 14:05:00,solar,8449.525
2026-09-20 14:05:00,pumped,2457.013
2026-09-20 14:10:00,nuclear,28801.865
2026-09-20 14:10:00,bituminous_coal,23676.913
2026-09-20 14:10:00,lng,16048.603
2026-09-20 14:10:00,renewable,5062.407
2026-09-20 14:10:00,hydro,806.044
2026-09-20 14:10:00,oil,289.969
2026-09-20 14:10:00,anthracite,111.358
2026-09-20 14:10:00,solar,8391.001
2026-09-20 14:10:00,pumped,2464.444
2026-09-20 14:15:00,nuclear,28839.698
2026-09-20 14:15:00,bituminous_coal,23728.45
2026-09-20 14:15:00,lng,16063.553
2026-09-20 14:15:00,renewable,5085.373
2026-09-20 14:15:00,hydro,876.609
2026-09-20 14:15:00,oil,270.954
2026-09-20 14:15:00,anthracite,110.361
2026-09-20 14:15:00,solar,8329.673
2026-09-20 14:15:00,pumped,2471.178
2026-09-20 14:20:00,nuclear,28798.596
2026-09-20 14:20:00,bituminous_coal,23732.922
2026-09-20 14:20:00,lng,16093.149
2026-09-20 14:20:00,renewable,5054.242
2026-09-20 14:20:00,hydro,860.498
2026-09-20 14:20:00,oil,213.412
2026-09-20 14:20:00,anthracite,111.446
2026-09-20 14:20:00,solar,8265.57
2026-09-20 14:20:00,pumped,2477.212
2026-09-20 14:25:00,nuclear,28805.453
2026-09-20 14:25:00,bituminous_coal,23769.212
2026-09-20 14:25:00,lng,16096.14
2026-09-20 14:25:00,renewable,5065.841
2026-09-20 14:25:00,hydro,823.179
2026-09-20 14:25:00,oil,234.186
2026-09-20 14:25:00,anthracite,85.69
2026-09-20 14:25:00,solar,8198.724
2026-09-20 14:25:00,pumped,2482.542
2026-09-20 14:30:00,nuclear,28818.038
2026-09-20 14:30:00,bituminous_coal,23755.922
2026-09-20 14:30:00,lng,16144.082
2026-09-20 14:30:00,renewable,5133.745
2026-09-20 14:30:00,hydro,856.609
2026-09-20 14:30:00,oil,252.808
2026-09-20 14:30:00,anthracite,133.172
2026-09-20 14:30:00,solar,8129.165
2026-09-20 14:30:00,pumped,2487.167
2026-09-20 14:35:00,nuclear,28825.467
2026-09-20 14:35:00,bituminous_coal,23771.661
2026-09-20 14:35:00,lng,16170.986
2026-09-20 14:35:00,renewable,5131.838
2026-09-20 14:35:00,hydro,875.312
2026-09-20 14:35:00,oil,214.39
2026-09-20 14:35:00,anthracite,49.069
2026-09-20 14:35:00,solar,8056.927
2026-09-20 14:35:00,pumped,2491.085
2026-09-20 14:40:00,nuclear,28905.838
2026-09-20 14:40:00,bituminous_coal,23791.995
2026-09-20 14:40:00,lng,16132.151
2026-09-20 14:40:00,renewable,5070.941
2026-09-20 14:40:00,hydro,854.973
2026-09-20 14:40:00,oil,275.242
2026-09-20 14:40:00,anthracite,61.907
2026-09-20 14:40:00,solar,7982.044
2026-09-20 14:40:00,pumped,2494.292
2026-09-20 14:45:00,nuclear,28848.189
2026-09-20 14:45:00,bituminous_coal,23763.167
2026-09-20 14:45:00,lng,16188.426
2026-09-20 14:45:00,renewable,5060.66
2026-09-20 14:45:00,hydro,817.739
2026-09-20 14:45:00,oil,291.12
2026-09-20 14:45:00,anthracite,109.068
2026-09-20 14:45:00,solar,7904.552
2026-09-20 14:45:00,pumped,2496.788
2026-09-20 14:50:00,nuclear,28934.136
2026-09-20 14:50:00,bituminous_coal,23782.259
2026-09-20 14:50:00,lng,16162.207
2026-09-20 14:50:00,renewable,5049.445
2026-09-20 14:50:00,hydro,855.804
2026-09-20 14:50:00,oil,260.113
2026-09-20 14:50:00,anthracite,52.031
2026-09-20 14:50:00,solar,7824.488
2026-09-20 14:50:00,pumped,2498.572
2026-09-20 14:55:00,nuclear,28865.834
2026-09-20 14:55:00,bituminous_coal,23791.666
2026-09-20 14:55:00,lng,16131.065
2026-09-20 14:55:00,renewable,5086.092
2026-09-20 14:55:00,hydro,836.419
2026-09-20 14:55:00,oil,261.902
2026-09-20 14:55:00,anthracite,60.015
2026-09-20 14:55:00,solar,7741.89
2026-09-20 14:55:00,pumped,2499.643
2026-09-20 15:00:00,nuclear,28929.544
2026-09-20 15:00:00,bituminous_coal,23807.24
2026-09-20 15:00:00,lng,16140.113
2026-09-20 15:00:00,renewable,5138.635
2026-09-20 15:00:00,hydro,810.835
2026-09-20 15:00:00,oil,298.828
2026-09-20 15:00:00,anthracite,55.197
2026-09-20 15:00:00,solar,7656.797
2026-09-20 15:00:00,pumped,2500.0
2026-09-20 15:05:00,nuclear,28854.337
2026-09-20 15:05:00,bituminous_coal,23786.687
2026-09-20 15:05:00,lng,16128.723
2026-09-20 15:05:00,renewable,5106.286
2026-09-20 15:05:00,hydro,817.969
2026-09-20 15:05:00,oil,211.345
2026-09-20 15:05:00,anthracite,93.09
2026-09-20 15:05:00,solar,7569.249
2026-09-20 15:05:00,pumped,2499.643
2026-09-20 15:10:00,nuclear,28922.775
2026-09-20 15:10:00,bituminous_coal,23780.198
2026-09-20 15:10:00,lng,16117.014
2026-09-20 15:10:00,renewable,5122.71
2026-09-20 15:10:00,hydro,821.168
2026-09-20 15:10:00,oil,259.916
2026-09-20 15:10:00,anthracite,128.409
2026-09-20 15:10:00,solar,7479.289
2026-09-20 15:10:00,pumped,2498.572
2026-09-20 15:15:00,nuclear,28882.943
2026-09-20 15:15:00,bituminous_coal,23790.035
2026-09-20 15:15:00,lng,16164.765
2026-09-20 15:15:00,renewable,5049.949
2026-09-20 15:15:00,hydro,837.465
2026-09-20 15:15:00,oil,280.629
2026-09-20 15:15:00,anthracite,114.087
2026-09-20 15:15:00,solar,7386.959
2026-09-20 15:15:00,pumped,2496.788
2026-09-20 15:20:00,nuclear,28837.404
2026-09-20 15:20:00,bituminous_coal,23770.216
2026-09-20 15:20:00,lng,16091.006
2026-09-20 15:20:00,renewable,5117.452
2026-09-20 15:20:00,hydro,864.578
2026-09-20 15:20:00,oil,303.178
2026-09-20 15:20:00,anthracite,37.81
2026-09-20 15:20:00,solar,7292.303
2026-09-20 15:20:00,pumped,2494.292
2026-09-20 15:25:00,nuclear,28905.021
2026-09-20 15:25:00,bituminous_coal,23740.166
2026-09-20 15:25:00,lng,16099.232
2026-09-20 15:25:00,renewable,5083.551
2026-09-20 15:25:00,hydro,830.342
2026-09-20 15:25:00,oil,301.105
2026-09-20 15:25:00,anthracite,50.659
2026-09-20 15:25:00,solar,7195.366
2026-09-20 15:25:00,pumped,2491.085
2026-09-20 15:30:00,nuclear,28814.095
2026-09-20 15:30:00,bituminous_coal,23788.921
2026-09-20 15:30:00,lng,16103.727
2026-09-20 15:30:00,renewable,5134.544
2026-09-20 15:30:00,hydro,861.746
2026-09-20 15:30:00,oil,267.817
2026-09-20 15:30:00,anthracite,66.446
2026-09-20 15:30:00,solar,7096.194
2026-09-20 15:30:00,pumped,2487.167
2026-09-20 15:35:00,nuclear,28820.789
2026-09-20 15:35:00,bituminous_coal,23798.478
2026-09-20 15:35:00,lng,16071.472
2026-09-20 15:35:00,renewable,5070.672
2026-09-20 15:35:00,hydro,845.748
2026-09-20 15:35:00,oil,234.51
2026-09-20 15:35:00,anthracite,41.744
2026-09-20 15:35:00,solar,6994.835
2026-09-20 15:35:00,pumped,2482.542
2026-09-20 15:40:00,nuclear,28813.302
2026-09-20 15:40:00,bituminous_coal,23750.725
2026-09-20 15:40:00,lng,16134.071
2026-09-20 15:40:00,renewable,5095.824
2026-09-20 15:40:00,hydro,862.599
2026-09-20 15:40:00,oil,221.787
2026-09-20 15:40:00,anthracite,128.614
2026-09-20 15:40:00,solar,6891.336
2026-09-20 15:40:00,pumped,2477.212
2026-09-20 15:45:00,nuclear,28812.362
2026-09-20 15:45:00,bituminous_coal,23699.2
2026-09-20 15:45:00,lng,16102.4
2026-09-20 15:45:00,renewable,5102.556
2026-09-20 15:45:00,hydro,839.94
2026-09-20 15:45:00,oil,214.763
2026-09-20 15:45:00,anthracite,93.387
2026-09-20 15:45:00,solar,6785.748
2026-09-20 15:45:00,pumped,2471.178
2026-09-20 15:50:00,nuclear,28774.936
2026-09-20 15:50:00,bituminous_coal,23723.714
2026-09-20 15:50:00,lng,16081.546
2026-09-20 15:50:00,renewable,5066.874
2026-09-20 15:50:00,hydro,806.837
2026-09-20 15:50:00,oil,230.542
2026-09-20 15:50:00,anthracite,113.392
2026-09-20 15:50:00,solar,6678.119
2026-09-20 15:50:00,pumped,2464.444
2026-09-20 15:55:00,nuclear,28780.495
2026-09-20 15:55:00,bituminous_coal,23646.469
2026-09-20 15:55:00,lng,16044.973
2026-09-20 15:55:00,renewable,5076.057
2026-09-20 15:55:00,hydro,834.613
2026-09-20 15:55:00,oil,228.439
2026-09-20 15:55:00,anthracite,86.28
2026-09-20 15:55:00,solar,6568.503
2026-09-20 15:55:00,pumped,2457.013
2026-09-20 16:00:00,nuclear,28745.841
2026-09-20 16:00:00,bituminous_coal,23678.565
2026-09-20 16:00:00,lng,16089.512
2026-09-20 16:00:00,renewable,5105.115
2026-09-20 16:00:00,hydro,796.353
2026-09-20 16:00:00,oil,230.484
2026-09-20 16:00:00,anthracite,92.947
2026-09-20 16:00:00,solar,6456.949
2026-09-20 16:00:00,pumped,2448.889
2026-09-20 16:05:00,nuclear,28740.961
2026-09-20 16:05:00,bituminous_coal,23673.706
2026-09-20 16:05:00,lng,16068.611
2026-09-20 16:05:00,renewable,5036.287
2026-09-20 16:05:00,hydro,861.247
2026-09-20 16:05:00,oil,209.843
2026-09-20 16:05:00,anthracite,73.98
2026-09-20 16:05:00,solar,6343.513
2026-09-20 16:05:00,pumped,2440.075
2026-09-20 16:10:00,nuclear,28705.148
2026-09-20 16:10:00,bituminous_coal,23595.722
2026-09-20 16:10:00,lng,16035.125
2026-09-20 16:10:00,renewable,5020.459
2026-09-20 16:10:00,hydro,848.647
2026-09-20 16:10:00,oil,224.195
2026-09-20 16:10:00,anthracite,110.559
2026-09-20 16:10:00,solar,6228.247
2026-09-20 16:10:00,pumped,2430.575
2026-09-20 16:15:00,nuclear,28675.795
2026-09-20 16:15:00,bituminous_coal,23528.046
2026-09-20 16:15:00,lng,16045.508
2026-09-20 16:15:00,renewable,5033.176
2026-09-20 16:15:00,hydro,870.28
2026-09-20 16:15:00,oil,239.931
2026-09-20 16:15:00,anthracite,84.242
2026-09-20 16:15:00,solar,6111.207
2026-09-20 16:15:00,pumped,2420.395
2026-09-20 16:20:00,nuclear,28610.864
2026-09-20 16:20:00,bituminous_coal,23569.576
2026-09-20 16:20:00,lng,15959.3
2026-09-20 16:20:00,renewable,5041.521
2026-09-20 16:20:00,hydro,803.589
2026-09-20 16:20:00,oil,270.026
2026-09-20 16:20:00,anthracite,53.551
2026-09-20 16:20:00,solar,5992.447
2026-09-20 16:20:00,pumped,2409.539
2026-09-20 16:25:00,nuclear,28540.775
2026-09-20 16:25:00,bituminous_coal,23477.567
2026-09-20 16:25:00,lng,15972.708
2026-09-20 16:25:00,renewable,5047.65
2026-09-20 16:25:00,hydro,864.291
2026-09-20 16:25:00,oil,257.453
2026-09-20 16:25:00,anthracite,39.01
2026-09-20 16:25:00,solar,5872.026
2026-09-20 16:25:00,pumped,2398.012
2026-09-20 16:30:00,nuclear,28552.103
2026-09-20 16:30:00,bituminous_coal,23453.006
2026-09-20 16:30:00,lng,15909.52
2026-09-20 16:30:00,renewable,4988.327
2026-09-20 16:30:00,hydro,852.29
2026-09-20 16:30:00,oil,299.202
2026-09-20 16:30:00,anthracite,130.798
2026-09-20 16:30:00,solar,5750.0
2026-09-20 16:30:00,pumped,2385.819
2026-09-20 16:35:00,nuclear,28421.037
2026-09-20 16:35:00,bituminous_coal,23478.492
2026-09-20 16:35:00,lng,15952.315
2026-09-20 16:35:00,renewable,4993.075
2026-09-20 16:35:00,hydro,799.518
2026-09-20 16:35:00,oil,292.226
2026-09-20 16:35:00,anthracite,65.641
2026-09-20 16:35:00,solar,5626.427
2026-09-20 16:35:00,pumped,2372.967
2026-09-20 16:40:00,nuclear,28454.135
2026-09-20 16:40:00,bituminous_coal,23375.873
2026-09-20 16:40:00,lng,15847.723
2026-09-20 16:40:00,renewable,5027.225
2026-09-20 16:40:00,hydro,860.437
2026-09-20 16:40:00,oil,219.692
2026-09-20 16:40:00,anthracite,115.303
2026-09-20 16:40:00,solar,5501.366
2026-09-20 16:40:00,pumped,2359.462
2026-09-20 16:45:00,nuclear,28410.64
2026-09-20 16:45:00,bituminous_coal,23407.051
2026-09-20 16:45:00,lng,15842.681
2026-09-20 16:45:00,renewable,4976.379
2026-09-20 16:45:00,hydro,809.144
2026-09-20 16:45:00,oil,288.75
2026-09-20 16:45:00,anthracite,107.453
2026-09-20 16:45:00,solar,5374.876
2026-09-20 16:45:00,pumped,2345.309
2026-09-20 16:50:00,nuclear,28344.946
2026-09-20 16:50:00,bituminous_coal,23331.628
2026-09-20 16:50:00,lng,15839.08
2026-09-20 16:50:00,renewable,4994.801
2026-09-20 16:50:00,hydro,807.996
2026-09-20 16:50:00,oil,274.376
2026-09-20 16:50:00,anthracite,105.62
2026-09-20 16:50:00,solar,5247.019
2026-09-20 16:50:00,pumped,2330.516
2026-09-20 16:55:00,nuclear,28234.452
2026-09-20 16:55:00,bituminous_coal,23285.49
2026-09-20 16:55:00,lng,15822.204
2026-09-20 16:55:00,renewable,4951.067
2026-09-20 16:55:00,hydro,878.875
2026-09-20 16:55:00,oil,292.386
2026-09-20 16:55:00,anthracite,97.372
2026-09-20 16:55:00,solar,5117.853
2026-09-20 16:55:00,pumped,2315.09
2026-09-20 17:00:00,nuclear,28256.871
2026-09-20 17:00:00,bituminous_coal,23199.201
2026-09-20 17:00:00,lng,15797.095
2026-09-20 17:00:00,renewable,4980.185
2026-09-20 17:00:00,hydro,868.988
2026-09-20 17:00:00,oil,250.025
2026-09-20 17:00:00,anthracite,50.455
2026-09-20 17:00:00,solar,4987.442
2026-09-20 17:00:00,pumped,2299.038
2026-09-20 17:05:00,nuclear,28156.362
2026-09-20 17:05:00,bituminous_coal,23239.983
2026-09-20 17:05:00,lng,15720.247
2026-09-20 17:05:00,renewable,5009.646
2026-09-20 17:05:00,hydro,798.094
2026-09-20 17:05:00,oil,204.151
2026-09-20 17:05:00,anthracite,106.002
2026-09-20 17:05:00,solar,4855.847
2026-09-20 17:05:00,pumped,2282.368
2026-09-20 17:10:00,nuclear,28127.964
2026-09-20 17:10:00,bituminous_coal,23143.614
2026-09-20 17:10:00,lng,15685.005
2026-09-20 17:10:00,renewable,4920.337
2026-09-20 17:10:00,hydro,849.55
2026-09-20 17:10:00,oil,262.809
2026-09-20 17:10:00,anthracite,63.544
2026-09-20 17:10:00,solar,4723.131
2026-09-20 17:10:00,pumped,2265.087
2026-09-20 17:15:00,nuclear,28043.414
2026-09-20 17:15:00,bituminous_coal,23060.345
2026-09-20 17:15:00,lng,15664.631
2026-09-20 17:15:00,renewable,4991.078
2026-09-20 17:15:00,hydro,790.723
2026-09-20 17:15:00,oil,199.775
2026-09-20 17:15:00,anthracite,92.1
2026-09-20 17:15:00,solar,4589.357
2026-09-20 17:15:00,pumped,2247.204
2026-09-20 17:20:00,nuclear,28014.23
2026-09-20 17:20:00,bituminous_coal,23060.743
2026-09-20 17:20:00,lng,15641.368
2026-09-20 17:20:00,renewable,4924.775
2026-09-20 17:20:00,hydro,795.175
2026-09-20 17:20:00,oil,244.182
2026-09-20 17:20:00,anthracite,71.04
2026-09-20 17:20:00,solar,4454.588
2026-09-20 17:20:00,pumped,2228.728
2026-09-20 17:25:00,nuclear,27872.831
2026-09-20 17:25:00,bituminous_coal,22946.055
2026-09-20 17:25:00,lng,15622.769
2026-09-20 17:25:00,renewable,4888.579
2026-09-20 17:25:00,hydro,815.651
2026-09-20 17:25:00,oil,259.372
