ts,demand_mw
2026-09-22 08:45:00,69712.6
2026-09-22 08:50:00,68711.4
2026-09-22 08:55:00,69493.6
2026-09-22 09:00:00,69492.5
2026-09-22 09:05:00,69767.0
2026-09-22 09:10:00,70434.2
2026-09-22 09:15:00,71669.6
2026-09-22 09:20:00,70572.1
2026-09-22 09:25:00,70992.8
2026-09-22 09:30:00,72668.8
2026-09-22 09:35:00,73039.3
2026-09-22 09:40:00,73048.0
2026-09-22 09:45:00,73077.0
2026-09-22 09:50:00,72631.7
2026-09-22 09:55:00,73135.7
2026-09-22 10:00:00,74522.4
2026-09-22 10:05:00,74469.6
2026-09-22 10:10:00,73941.8
2026-09-22 10:15:00,74474.1
2026-09-22 10:20:00,75467.5
2026-09-22 10:25:00,76144.2
2026-09-22 10:30:00,75259.5
2026-09-22 10:35:00,76594.7
2026-09-22 10:40:00,76181.1
2026-09-22 10:45:00,77095.4
2026-09-22 10:50:00,77560.1
2026-09-22 10:55:00,76579.4
2026-09-22 11:00:00,77226.2
2026-09-22 11:05:00,77613.2
2026-09-22 11:10:00,78287.2
2026-09-22 11:15:00,78485.3
2026-09-22 11:20:00,78721.1
2026-09-22 11:25:00,78104.2
2026-09-22 11:30:00,78346.6
2026-09-22 11:35:00,79017.1
2026-09-22 11:40:00,79119.9
2026-09-22 11:45:00,79807.9
2026-09-22 11:50:00,80017.4
2026-09-22 11:55:00,79777.5
2026-09-22 12:00:00,80577.9
2026-09-22 12:05:00,81619.5
2026-09-22 12:10:00,81495.9
2026-09-22 12:15:00,80718.8
2026-09-22 12:20:00,81379.0
2026-09-22 12:25:00,82383.0
2026-09-22 12:30:00,82118.1
2026-09-22 12:35:00,81382.3
2026-09-22 12:40:00,82479.0
2026-09-22 12:45:00,82187.3
2026-09-22 12:50:00,82596.0
2026-09-22 12:55:00,82195.0
2026-09-22 13:00:00,82256.2
2026-09-22 13:05:00,83903.1
2026-09-22 13:10:00,83770.5
2026-09-22 13:15:00,83047.6
2026-09-22 13:20:00,83730.9
2026-09-22 13:25:00,83759.3
2026-09-22 13:30:00,83293.4
2026-09-22 13:35:00,83503.1
2026-09-22 13:40:00,84156.5
2026-09-22 13:45:00,84317.5
2026-09-22 13:50:00,83630.8
2026-09-22 13:55:00,85086.8
2026-09-22 14:00:00,65927.4
2026-09-22 14:05:00,66042.2
2026-09-22 14:10:00,66360.8
2026-09-22 14:15:00,66508.9
2026-09-22 14:20:00,67101.2
2026-09-22 14:25:00,67215.4
2026-09-22 14:30:00,67583.1
2026-09-22 14:35:00,67453.8
2026-09-22 14:40:00,67643.2
2026-09-22 14:45:00,67741.9
2026-09-22 14:50:00,68454.4
2026-09-22 14:55:00,68893.8
2026-09-22 15:00:00,68708.4
2026-09-22 15:05:00,68582.6
2026-09-22 15:10:00,68831.1
2026-09-22 15:15:00,69381.0
2026-09-22 15:20:00,69810.1
2026-09-22 15:25:00,70110.8
2026-09-22 15:30:00,70739.3
2026-09-22 15:35:00,71136.1
2026-09-22 15:40:00,70959.9
2026-09-22 15:45:00,71612.0
2026-09-22 15:50:00,72072.0
2026-09-22 15:55:00,72641.1
